Total time (s),Time-O1 (s),Time-O2 (s),v1,v2,v3,v4,v5,v6,O1,O2
11.0250001,11.023,0.002000093,-0.035442308,6.576600875,-0.462646021,9.426441738,-0.691500507,0.497861542,1.397541929,-9.215973245
10.79799986,10.79699993,0.000999928,-2.051941368,6.696770122,2.668785518,7.128715007,0.918601152,0.888213336,1.32036362,-20.7562194
10.95899987,10.95799994,0.000999928,-0.408942723,0.163136934,-1.714034797,10.75164203,2.397057331,9.383830853,1.377792326,-21.76842345
10.78900003,10.78799987,0.001000166,-1.311801523,10.48373579,1.511072374,10.61072713,-0.410440639,12.20238071,1.124485792,-19.74699121
10.95799994,10.95700002,0.000999928,-0.928933569,5.973581035,-1.360343331,2.449875602,-2.907509189,0.535817127,1.231705916,-17.57508505
10.86600018,10.86500001,0.001000166,-1.888726601,10.9026284,2.512241653,5.187880078,3.016650087,0.668283418,1.298418259,-17.14469641
10.88300014,10.88199997,0.001000166,0.790379166,10.47276377,1.828292328,7.25240498,1.38859358,12.13396017,1.207167826,-10.42913901
10.82999992,10.829,0.000999928,1.663347078,7.349264309,-1.762506728,3.811118001,-2.020966709,1.458392639,1.165881566,-20.14854
10.86500001,10.86399984,0.001000166,-2.3821356,8.129171047,-2.965220898,4.491426602,-1.31098595,3.369185777,1.237973377,-14.76237759
10.79500008,10.79400015,0.000999928,-0.451652938,8.785336133,1.493815955,1.318629073,1.016989712,11.52312445,1.20166691,-18.13684868
10.84200001,10.84100008,0.000999928,1.68682298,5.953686372,-1.704221254,4.677475719,-2.295058834,3.457976558,1.137126844,-19.88563062
11.04099989,10.97300005,0.06799984,1.240443848,10.38437501,-2.684245313,2.955926437,-0.855794482,11.32584077,1.133451772,-19.92306033
10.86400008,10.86299992,0.001000166,-2.431866517,10.36685916,-2.873031565,1.876224823,-0.606093004,9.205752344,1.293343834,-19.54416633
10.95600009,10.95500016,0.000999928,-2.57003934,3.816216824,0.34224394,3.553231672,-0.561630141,1.568850306,1.437666746,-19.87042735
10.94099998,10.94000006,0.000999928,-1.319795815,10.34049083,0.314550065,8.274856972,1.904653981,5.576598377,1.226465584,-20.54284628
10.97199988,10.97099996,0.000999928,2.676252854,4.760090376,1.945472722,4.786728485,-2.859847907,3.3681509,1.282461612,-13.54447392
10.95499992,10.954,0.000999928,2.749701922,3.899888921,-1.815820651,9.267370844,-0.193325826,7.420969055,1.342479491,-20.21059477
10.98799992,10.91999984,0.068000078,-0.569620682,5.053977501,2.778817462,9.53085077,-0.538642801,8.353438481,1.345330119,-20.39066261
10.852,10.85100007,0.000999928,2.417399692,5.051214291,1.684997701,2.872410565,0.398508491,10.53409552,1.242236954,-17.79639971
10.84200001,10.84100008,0.000999928,-1.799979849,5.255655323,-0.082987692,5.55764954,2.805512581,10.50011054,1.357287046,-20.44642916
10.95000005,10.94899988,0.001000166,0.416221582,6.090447467,2.77286313,0.626727619,1.551137794,2.446076794,1.30238465,-19.2701012
11.03100014,11.03000021,0.000999928,-2.768299788,8.55753626,1.387274461,6.744900384,-0.606295572,6.511946202,1.174982589,-17.766747
10.9849999,10.98399997,0.000999928,-3.115369576,2.71974125,2.579027621,6.761631963,-0.200480318,11.44736274,1.305388154,-21.70377635
11.12000012,11.11899996,0.001000166,-1.723489689,3.547885293,-2.68283941,11.68942688,-1.161614925,12.16088022,1.193297107,-13.79536008
11.06700015,11.06599998,0.001000166,1.835960029,2.92218412,0.118768127,11.79009459,2.188702918,9.374052975,1.282555776,-17.54464248
10.96499991,10.96399999,0.000999928,0.097524281,8.859801614,-0.017150138,8.954668869,-1.791030746,0,1.20301765,-18.46574491
10.86199999,10.86100006,0.000999928,-1.747956657,5.487928833,1.857883833,7.799022574,1.192142506,2.460057505,1.194067522,-20.12763671
11.08100009,11.079,0.001000166,0.026699363,0,-2.684264735,11.9362368,2.63256361,11.20475094,1.433712036,-22.89573012
10.97999978,10.97899985,0.000999928,-1.30570736,10.59293347,2.423198405,12.39139429,-2.175270306,12.56637061,1.252576144,-19.22812973
11.15499997,11.15400004,0.000999928,-1.105280334,7.944102296,-1.2403944,0,-3.141592654,0,1.276481304,-18.78524822
10.99900007,10.99799991,0.001000166,-2.590048239,11.41184261,3.141592654,0,3.141592654,0,1.332335759,-12.64463917
10.96000004,10.95900011,0.000999928,3.141592654,10.63860026,3.141592654,5.970511302,0.741585632,12.51198869,1.251638354,-19.75526811
11.08899999,11.08800006,0.000999928,2.789561918,6.219997689,-2.546650253,2.125939231,-3.141592654,0,1.323327385,-9.996639979
11.00499988,11.00399995,0.000999928,-2.261187664,9.021463807,-3.141592654,4.116953158,-1.494165356,2.036679564,1.253434682,-14.82021379
