0.0019998550415039062,0.0019998550415039062,17,-18,-1
0.0009999275207519531,0.0009999275207519531,0,0,0
0.0009999275207519531,0.0009999275207519531,15,-17,-2
0.0010001659393310547,0.0010001659393310547,3,-6,-3
0.002000093460083008,0.002000093460083008,6,-8,-2
0.0009999275207519531,0.0009999275207519531,17,-7,10
0.0009999275207519531,0.0009999275207519531,6,-19,-13
0.0010001659393310547,0.0010001659393310547,6,0,6
0.0010001659393310547,0.0010001659393310547,5,-3,2
0.0009999275207519531,0.0009999275207519531,5,-11,-6
0.002000093460083008,0.002000093460083008,6,-6,0
0.0,0.0,6,-17,-11
0.0009999275207519531,0.0009999275207519531,7,-12,-5
0.002000093460083008,0.002000093460083008,5,-6,-1
0.0010001659393310547,0.0010001659393310547,7,-7,0
0.0009999275207519531,0.0009999275207519531,19,0,19
0.0009999275207519531,0.0009999275207519531,2,-11,-9
0.0009999275207519531,0.0009999275207519531,6,-19,-13
0.0,0.0,5,-15,-10
0.0010001659393310547,0.0010001659393310547,6,-16,-10
0.0009999275207519531,0.0009999275207519531,2,-15,-13
0.0010001659393310547,0.0010001659393310547,6,-6,0
0.0010001659393310547,0.0010001659393310547,5,-11,-6
0.0009999275207519531,0.0009999275207519531,6,-3,3
0.0009999275207519531,0.0009999275207519531,5,-17,-12
0.0009999275207519531,0.0009999275207519531,7,-13,-6
0.0,0.0,6,-2,4
0.0009999275207519531,0.0,5,-19,-14
0.0010001659393310547,0.0,5,-18,-13
0.0009999275207519531,0.0009999275207519531,5,-19,-14
0.0009999275207519531,0.0009999275207519531,6,-19,-13
0.0009999275207519531,0.0009999275207519531,5,-8,-3
0.0009999275207519531,0.0009999275207519531,13,-18,-5
0.0010001659393310547,0.0010001659393310547,4,-14,-10
0.0010001659393310547,0.0010001659393310547,9,-19,-10
0.0019998550415039062,0.0019998550415039062,6,-19,-13
0.0010001659393310547,0.0010001659393310547,10,-18,-8
0.0019998550415039062,0.0019998550415039062,6,-10,-4
0.0009999275207519531,0.0009999275207519531,5,-17,-12
0.0019998550415039062,0.0019998550415039062,5,-18,-13
0.0009999275207519531,0.0009999275207519531,7,-19,-12
0.0,0.0,5,-6,-1
0.0,0.0,5,-14,-9
0.0009999275207519531,0.0009999275207519531,6,-10,-4
0.0009999275207519531,0.0009999275207519531,6,-19,-13
